long_B,stopA_id,stopB_id,lat_A,long_A,lat_B,distance,time
-0.195451,S1598,S1599,5.58838,-0.19656,5.59209,431,100
-0.194881,S1599,S1600,5.59209,-0.195451,5.59391,211,55
-0.156198,S160,S161,5.64235,-0.161912,5.64527,718,72
-0.200693,S1600,S3810,5.59391,-0.194881,5.60318,1578,206
-0.194974,S1600,T1601,5.59391,-0.194881,5.59327,71,16
-0.197146,S1604,S1606,5.5885,-0.196555,5.58635,248,65
-0.197862,S1606,S1608,5.58635,-0.197146,5.58366,310,51
-0.197932,S1606,S3684,5.58635,-0.197146,5.58371,306,51
-0.198538,S1606,T136,5.58635,-0.197146,5.58137,571,120
-0.198438,S1608,S1609,5.58366,-0.197862,5.58183,212,55
-0.20073,S1609,S1611,5.58183,-0.198438,5.57808,488,105
-0.198538,S1609,T136,5.58183,-0.198438,5.58137,49,14
-0.150451,S161,S162,5.64527,-0.156198,5.64809,722,81
-0.201511,S1611,S1612,5.57808,-0.20073,5.57359,605,132
-0.205816,S1612,S1613,5.57359,-0.201511,5.57205,708,123
-0.200617,S1612,S3657,5.57359,-0.201511,5.57781,550,108
-0.210403,S1613,S1615,5.57205,-0.205816,5.57097,524,69
-0.213534,S1613,S2517,5.57205,-0.205816,5.57024,880,145
-0.1923,S1613,S4408,5.57205,-0.205816,5.5731,3904,595
-0.216475,S1613,T1206,5.57205,-0.205816,5.56959,3100,542
-0.212562,S1615,S4116,5.57097,-0.210403,5.56663,977,249
-0.213316,S1615,T1596,5.57097,-0.210403,5.5707,442,136
-0.298582,S1619,S1620,5.61395,-0.296223,5.62179,1202,102
-0.148685,S162,S164,5.64809,-0.150451,5.64565,385,69
-0.160189,S162,S187,5.64809,-0.150451,5.64281,1242,132
-0.307709,S1620,S1621,5.62179,-0.298582,5.62638,1168,98
-0.298089,S1620,S1655,5.62179,-0.298582,5.62682,569,139
-0.312878,S1621,S1622,5.62638,-0.307709,5.62826,11548,2028
-0.312421,S1622,S1623,5.62826,-0.312878,5.62938,252,61
-0.313953,S1623,S1624,5.62938,-0.312421,5.6318,3274,800
-0.315871,S1624,S1625,5.6318,-0.313953,5.63344,280,97
-0.321661,S1625,T1626,5.63344,-0.315871,5.63533,887,265
-0.314656,S1629,S1630,5.63668,-0.319734,5.63232,772,248
-0.230961,S1630,S1632,5.63232,-0.314656,5.57297,16899,1833
-0.225344,S1632,S1633,5.57297,-0.230961,5.56554,1116,187
-0.234328,S1632,S2154,5.57297,-0.230961,5.5781,738,135
-0.22191,S1633,S153,5.56554,-0.225344,5.5568,1695,206
-0.21306,S1636,T113,5.5554,-0.219121,5.55108,1054,216
-0.144604,S164,S165,5.64565,-0.148685,5.64578,459,59
-0.216939,S1640,S466,5.57716,-0.214512,5.59127,1800,284
-0.216953,S1643,T1028,5.5953,-0.216836,5.5957,45,10
-0.212641,S1647,S1648,5.56291,-0.213809,5.55791,571,116
-0.210821,S1648,S1649,5.55791,-0.212641,5.55112,783,169
-0.21306,S1649,T113,5.55112,-0.210821,5.55108,436,119
-0.150451,S165,S162,5.64578,-0.144604,5.64809,844,170
-0.139154,S165,S166,5.64578,-0.144604,5.64572,608,89
-0.29811,S1655,T1656,5.62682,-0.298089,5.62872,211,57
-0.275519,S1659,S1660,5.59157,-0.28721,5.58254,1899,201
-0.284324,S1659,S1747,5.59157,-0.28721,5.5898,375,32
-0.134475,S166,S167,5.64572,-0.139154,5.64681,548,56
-0.266474,S1660,S1662,5.58254,-0.275519,5.57939,4023,306
-0.254699,S1662,S110,5.57939,-0.266474,5.57635,2025,348
-0.232579,S1668,S1025,5.56039,-0.22768,5.56335,647,137
-0.21306,S1668,T113,5.56039,-0.22768,5.55108,2719,430
-0.144604,S167,S165,5.64681,-0.134475,5.64578,1156,133
-0.131906,S167,T168,5.64681,-0.134475,5.65196,806,161
-0.324696,S1672,S1673,5.62886,-0.320112,5.63232,671,129
-0.328203,S1673,S1675,5.63232,-0.324696,5.63505,492,82
-0.326758,S1673,S5943,5.63232,-0.324696,5.63397,293,52
-0.33259,S1675,S1677,5.63505,-0.328203,5.63894,652,144
-0.33463,S1677,S1678,5.63894,-0.33259,5.64058,291,53
-0.334663,S1677,S5946,5.63894,-0.33259,5.64056,293,53
-0.338912,S1678,S1680,5.64058,-0.33463,5.64205,511,102
-0.344429,S1680,S1682,5.64205,-0.338912,5.64345,631,126
-0.348929,S1682,S5951,5.64345,-0.344429,5.64015,644,128
-0.345704,S1682,T1684,5.64345,-0.344429,5.64237,199,42
-0.339029,S1687,S1688,5.64335,-0.344149,5.64208,584,117
-0.334289,S1688,S1689,5.64208,-0.339029,5.64044,564,113
-0.332541,S1689,S1690,5.64044,-0.334289,5.63889,259,45
-0.325543,S1690,S1691,5.63889,-0.332541,5.63299,1017,204
-0.312215,S1691,S1693,5.63299,-0.325543,5.62735,1706,383
-0.306477,S1693,S1695,5.62735,-0.312215,5.62526,690,63
-0.298803,S1695,S1697,5.62526,-0.306477,5.62162,991,217
-0.28438,S1695,S5680,5.62526,-0.306477,5.62513,16013,1821
-0.294488,S1697,S1698,5.62162,-0.298803,5.61755,976,196
-0.285453,S1697,S5959,5.62162,-0.298803,5.62631,1868,420
-0.295964,S1698,S1699,5.61755,-0.294488,5.61445,397,30
-0.293372,S1699,S1701,5.61445,-0.295964,5.60291,1447,118
-0.251018,S17,S19,5.6406,-0.248839,5.62688,2288,456
-0.291147,S1701,S1703,5.60291,-0.293372,5.59918,482,52
-0.279447,S1703,S1704,5.59918,-0.291147,5.58695,4880,610
-0.270166,S1704,S1705,5.58695,-0.279447,5.57825,4864,580
-0.236896,S1705,S111,5.57825,-0.270166,5.56564,4171,499
-0.263932,S1705,S1772,5.57825,-0.270166,5.58,717,69
-0.263734,S1705,T1099,5.57825,-0.270166,5.58102,907,154
-0.140532,S171,S172,5.64577,-0.139398,5.64581,126,13
-0.137773,S171,S2278,5.64577,-0.139398,5.64574,180,17
-0.149948,S171,S323,5.64577,-0.139398,5.64751,1311,174
-0.238729,S1710,S1713,5.56431,-0.234334,5.567,1979,350
-0.242754,S1713,S1096,5.567,-0.238729,5.56951,526,108
-0.255541,S1716,S1717,5.57405,-0.250359,5.57723,687,113
-0.262277,S1717,S2836,5.57723,-0.255541,5.58069,846,129
-0.263726,S1717,S2851,5.57723,-0.255541,5.58045,1008,177
-0.263734,S1717,T1099,5.57723,-0.255541,5.58102,1036,192
-0.150698,S172,S173,5.64581,-0.140532,5.64832,1312,203
-0.236896,S1723,S111,5.57069,-0.245412,5.56564,1099,220
-0.210975,S1726,S1728,5.5626,-0.231636,5.55206,2816,370
-0.21049,S1728,S5577,5.55206,-0.210975,5.54893,352,89
-0.21306,S1728,T113,5.55206,-0.210975,5.55108,542,147
-0.159744,S173,S175,5.64832,-0.150698,5.64304,1166,121
-0.164886,S173,S326,5.64832,-0.150698,5.64211,1751,231
-0.279721,S1732,S3060,5.60065,-0.273318,5.61177,1909,419
-0.273769,S1732,S3081,5.60065,-0.273318,5.60138,95,21
-0.275028,S1732,S863,5.60065,-0.273318,5.61061,1275,283
-0.275817,S1732,T2062,5.60065,-0.273318,5.60525,585,139
-0.285973,S1734,S6057,5.61686,-0.276219,5.62983,2013,286
-0.276895,S1734,S864,5.61686,-0.276219,5.62077,440,75
-0.282839,S1734,T865,5.61686,-0.276219,5.62377,1182,276
-0.285873,S1736,S1737,5.62489,-0.283482,5.62793,470,75
-0.285228,S1737,S1738,5.62793,-0.285873,5.63101,371,37
-0.286831,S1738,S1739,5.63101,-0.285228,5.63393,770,205
-0.290579,S1739,S1740,5.63393,-0.286831,5.63598,583,180
-0.292417,S1740,S1741,5.63598,-0.290579,5.63578,188,67
-0.29608,S1741,T1742,5.63578,-0.292417,5.63804,543,180
-0.28721,S1745,S1659,5.63217,-0.29811,5.59157,12088,1899
-0.25766,S1747,S1748,5.5898,-0.284324,5.57824,6599,581
-0.274494,S1747,S5739,5.5898,-0.284324,5.58434,1249,140
-0.244235,S1748,S1749,5.57824,-0.25766,5.57031,2310,271
-0.235657,S1749,S1350,5.57031,-0.244235,5.56501,4738,662
-0.16217,S175,S177,5.64304,-0.159744,5.64242,281,42
-0.170786,S175,S179,5.64304,-0.159744,5.63872,1509,229
-0.150728,S175,T2210,5.64304,-0.159744,5.64821,1160,118
-0.273318,S1754,S1732,5.57362,-0.27929,5.60065,4346,604
-0.30354,S1754,S1755,5.57362,-0.27929,5.55655,3498,308
-0.252197,S1754,S1795,5.57362,-0.27929,5.60505,5584,488
-0.277009,S1754,S1890,5.57362,-0.27929,5.586,4938,863
-0.285701,S1754,S1954,5.57362,-0.27929,5.57128,813,91
-0.285654,S1754,T2116,5.57362,-0.27929,5.57102,789,87
-0.316141,S1755,S1757,5.55655,-0.30354,5.56245,1582,195
-0.316952,S1757,S1758,5.56245,-0.316141,5.56303,112,27
-0.328008,S1758,S1759,5.56303,-0.316952,5.5685,1405,143
-0.331259,S1759,S1760,5.5685,-0.328008,5.57038,430,48
-0.333566,S1760,S1761,5.57038,-0.331259,5.57106,274,36
-0.334776,S1761,S1762,5.57106,-0.333566,5.57093,133,17
-0.337379,S1762,T1763,5.57093,-0.334776,5.5724,412,56
-0.286072,S1767,S1768,5.56957,-0.330553,5.56922,9934,1052
-0.27894,S1768,S1769,5.56922,-0.286072,5.57365,933,77
-0.263932,S1768,S1772,5.56922,-0.286072,5.58,2749,267
-0.27717,S1768,S5022,5.56922,-0.286072,5.57387,1228,112
-0.270166,S1769,S1705,5.57365,-0.27894,5.57825,1100,121
-0.274339,S1769,S1806,5.57365,-0.27894,5.57545,617,83
-0.276832,S1769,S1961,5.57365,-0.27894,5.57483,268,28
-0.265139,S1769,S1964,5.57365,-0.27894,5.56123,2571,408
-0.170786,S177,S179,5.64242,-0.16217,5.63872,1228,187
-0.254699,S1772,S110,5.58,-0.263932,5.57635,1144,167
-0.235657,S1772,S1350,5.58,-0.263932,5.56501,3608,470
-0.26003,S1772,S5025,5.58,-0.263932,5.57951,457,78
-0.242896,S1775,S1776,5.57004,-0.24418,5.56928,165,30
-0.218708,S1776,S1777,5.56928,-0.242896,5.55536,3118,529
-0.214895,S1777,S1778,5.55536,-0.218708,5.55217,738,120
-0.223796,S1777,S4232,5.55536,-0.218708,5.55811,749,114
-0.21306,S1778,T113,5.55217,-0.214895,5.55108,270,90
-0.211835,S1787,S1788,5.56184,-0.207991,5.56067,473,113
-0.232294,S1788,T1789,5.56067,-0.211835,5.56007,3457,557
-0.172893,S179,S180,5.63872,-0.170786,5.63241,741,112
-0.171896,S179,S192,5.63872,-0.170786,5.63626,299,46
-0.274002,S1792,S1793,5.56466,-0.26796,5.57474,1351,234
-0.271068,S1792,S2057,5.56466,-0.26796,5.57006,711,104
-0.270377,S1792,S2111,5.56466,-0.26796,5.56794,463,68
-0.273289,S1792,T5090,5.56466,-0.26796,5.5642,726,146
-0.27929,S1793,S1754,5.57474,-0.274002,5.57362,1883,310
-0.246967,S1795,S1796,5.60505,-0.252197,5.60732,631,182
-0.232551,S1796,S1797,5.60732,-0.246967,5.61084,3936,476
-0.229474,S1797,S1798,5.61084,-0.232551,5.61652,1349,102
-0.214421,S1798,S2340,5.61652,-0.229474,5.63572,3540,540
-0.225837,S1798,T251,5.61652,-0.229474,5.62079,1289,316
-0.173447,S180,S181,5.63241,-0.172893,5.63008,266,31
-0.249528,S1802,S1803,5.61976,-0.230711,5.60663,6993,610
-0.258416,S1803,S1804,5.60663,-0.249528,5.60296,1095,176
-0.27894,S1804,S1769,5.60296,-0.258416,5.57365,5470,402
-0.270258,S1806,S1807,5.57545,-0.274339,5.5676,1015,172
-0.270939,S1806,S1963,5.57545,-0.274339,5.56953,787,137
-0.268245,S1807,S1808,5.5676,-0.270258,5.56483,387,63
-0.265179,S1808,S1810,5.56483,-0.268245,5.55969,728,143
-0.264858,S1808,S1811,5.56483,-0.268245,5.55743,991,206
-0.265974,S1808,S2070,5.56483,-0.268245,5.56301,323,54
-0.176742,S181,S332,5.63008,-0.173447,5.62846,655,147
-0.176426,S181,T155,5.63008,-0.173447,5.62803,3062,387
-0.264858,S1810,S1811,5.55969,-0.265179,5.55743,277,83
-0.264624,S1811,S1813,5.55743,-0.264858,5.54975,856,92
-0.264605,S1811,S1937,5.55743,-0.264858,5.5521,595,63
-0.264609,S1811,S2125,5.55743,-0.264858,5.55196,610,64
-0.264636,S1813,S1815,5.54975,-0.264624,5.54649,362,48
-0.264706,S1813,S1818,5.54975,-0.264624,5.5417,895,108
-0.264591,S1815,S1816,5.54649,-0.264636,5.54421,1870,202
-0.264483,S1815,S1863,5.54649,-0.264636,5.55066,814,168
-0.264706,S1816,S1818,5.54421,-0.264591,5.5417,458,94
-0.264636,S1818,S1815,5.5417,-0.264706,5.54649,1789,256
-0.264892,S1818,S1820,5.5417,-0.264706,5.53807,405,35
-0.265111,S1818,S1971,5.5417,-0.264706,5.53598,647,70
-0.264721,S1818,S2129,5.5417,-0.264706,5.54071,110,8
-0.265111,S1820,S1971,5.53807,-0.264892,5.53598,242,36
-0.265223,S1820,T211,5.53807,-0.264892,5.53009,899,149
-0.215389,S1830,S981,5.53563,-0.228888,5.54106,1919,381
-0.230805,S1830,T2497,5.53563,-0.228888,5.53665,297,55
-0.251507,S1845,S4900,5.53888,-0.248294,5.53997,431,59
-0.259932,S1854,S1855,5.5368,-0.255804,5.53785,510,76
-0.262103,S1855,S1857,5.53785,-0.259932,5.53741,246,36
-0.264711,S1857,S1858,5.53741,-0.262103,5.53743,298,46
-0.264627,S1858,S1859,5.53743,-0.264711,5.5413,436,42
-0.264636,S1859,S1815,5.5413,-0.264627,5.54649,776,154
-0.264469,S1863,S1865,5.55066,-0.264483,5.55439,415,63
-0.264003,S1863,S2387,5.55066,-0.264483,5.5583,913,135
-0.264657,S1865,S1867,5.55439,-0.264469,5.55681,270,33
-0.265013,S1867,S1869,5.55681,-0.264657,5.55972,343,75
-0.264858,S1869,S1811,5.55972,-0.265013,5.55743,270,62
-0.266064,S1869,S1870,5.55972,-0.265013,5.56052,181,42
-0.169426,S187,S2020,5.64281,-0.160189,5.64004,1300,203
-0.160981,S187,S2253,5.64281,-0.160189,5.64258,92,13
-0.150475,S187,T183,5.64281,-0.160189,5.64816,1241,129
-0.267469,S1870,S1872,5.56052,-0.266064,5.56059,157,34
-0.270678,S1872,S1873,5.56059,-0.267469,5.5619,385,71
-0.270419,S1873,T1874,5.5619,-0.270678,5.56405,281,59
-0.264549,S1877,S1878,5.54375,-0.264573,5.54605,256,47
-0.264614,S1877,S1880,5.54375,-0.264573,5.55035,922,216
-0.264732,S1877,S1949,5.54375,-0.264573,5.53792,1143,173
-0.27929,S1878,S1754,5.54605,-0.264549,5.57362,5459,902
-0.264614,S1878,S1880,5.54605,-0.264549,5.55035,666,169
-0.264534,S1880,S1881,5.55035,-0.264614,5.5545,1144,199
-0.264495,S1880,S1922,5.55035,-0.264614,5.55275,949,164
-0.264496,S1880,S1987,5.55035,-0.264614,5.55444,1137,199
-0.264325,S1880,S2108,5.55035,-0.264614,5.55549,1270,222
-0.264649,S1880,S6262,5.55035,-0.264614,5.54974,68,7
-0.265181,S1881,S1883,5.5545,-0.264534,5.55951,579,102
-0.26796,S1883,S1792,5.55951,-0.265181,5.56466,706,119
-0.268966,S1883,S1885,5.55951,-0.265181,5.56572,869,147
-0.265736,S1883,S2037,5.55951,-0.265181,5.57372,1937,365
-0.269779,S1885,S1886,5.56572,-0.268966,5.56662,139,18
-0.272453,S1886,S1887,5.56662,-0.269779,5.5717,670,109
-0.27929,S1887,S1754,5.5717,-0.272453,5.57362,2262,389
-0.279084,S1890,S1891,5.586,-0.277009,5.58722,1922,372
-0.284215,S1891,S1892,5.58722,-0.279084,5.59023,659,60
-0.282288,S1891,S2,5.58722,-0.279084,5.58903,409,36
-0.281928,S1891,S5730,5.58722,-0.279084,5.58911,378,32
-0.290012,S1892,S1894,5.59023,-0.284215,5.5972,1074,105
-0.28862,S1892,S5733,5.59023,-0.284215,5.59312,595,58
-0.290523,S1894,T1895,5.5972,-0.290012,5.59841,146,14
-0.277461,S1898,S1899,5.5886,-0.282313,5.58579,3011,430
-0.280665,S1899,S1900,5.58579,-0.277461,5.57244,3274,391
-0.245044,S19,S3730,5.62688,-0.251018,5.6133,2050,415
-0.248861,S19,S5356,5.62688,-0.251018,5.62332,457,87
-0.246334,S19,S6003,5.62688,-0.251018,5.61471,1827,363
-0.247032,S19,T0,5.62688,-0.251018,5.6074,9283,1381
-0.274339,S1900,S1806,5.57244,-0.280665,5.57545,851,109
-0.264573,S1918,S1877,5.5398,-0.264657,5.54375,441,44
-0.172443,S192,S193,5.63626,-0.171896,5.63409,249,38
-0.260292,S1922,S1923,5.55275,-0.264495,5.56074,1308,213
-0.258169,S1923,S1924,5.56074,-0.260292,5.56685,749,129
-0.260078,S1923,S1989,5.56074,-0.260292,5.56406,371,68
-0.264626,S1923,S2375,5.56074,-0.260292,5.54979,1722,246
-0.262387,S1923,S6258,5.56074,-0.260292,5.55924,376,66
-0.255352,S1924,S1925,5.56685,-0.258169,5.57041,530,84
-0.245242,S1925,S1926,5.57041,-0.255352,5.5707,1519,238
-0.257666,S1925,S2370,5.57041,-0.255352,5.56765,433,57
-0.257537,S1925,S6254,5.57041,-0.255352,5.56761,421,55
-0.236873,S1926,S1927,5.5707,-0.245242,5.56581,1076,217
-0.214345,S1927,S3046,5.56581,-0.236873,5.55414,2856,421
-0.216475,S1927,T1206,5.56581,-0.236873,5.56959,5028,967
-0.176426,S193,T155,5.63409,-0.172443,5.62803,3521,447
-0.255401,S1931,S1932,5.57451,-0.252768,5.57032,550,103
-0.258371,S1932,S1933,5.57032,-0.255401,5.56665,550,74
-0.252704,S1932,T2368,5.57032,-0.255401,5.57445,548,121
-0.262381,S1933,S1934,5.56665,-0.258371,5.55928,1093,188
-0.256525,S1933,S2394,5.56665,-0.258371,5.56819,281,50
-0.264858,S1934,S1811,5.55928,-0.262381,5.55743,499,90
-0.264624,S1937,S1813,5.5521,-0.264605,5.54975,261,29
-0.264732,S1948,S1949,5.5364,-0.264989,5.53792,185,31
-0.265282,S1949,S2380,5.53792,-0.264732,5.53312,916,173
-0.265223,S1949,T211,5.53792,-0.264732,5.53009,1255,234
-0.286735,S1954,S1956,5.57128,-0.285701,5.57285,211,36
-0.289693,S1954,T1957,5.57128,-0.285701,5.57517,688,179
-0.289693,S1956,T1957,5.57285,-0.286735,5.57517,477,143
-0.276832,S1960,S1961,5.57097,-0.285483,5.57483,1103,179
-0.275573,S1960,S4179,5.57097,-0.285483,5.58273,6512,1140
-0.270166,S1961,S1705,5.57483,-0.276832,5.57825,832,93
-0.274339,S1961,S1806,5.57483,-0.276832,5.57545,349,55
-0.265139,S1963,S1964,5.56953,-0.270939,5.56123,1167,188
-0.264858,S1964,S1811,5.56123,-0.265139,5.55743,434,111
-0.265013,S1964,S1869,5.56123,-0.265139,5.55972,164,47
-0.265333,S1971,S1973,5.53598,-0.265111,5.53316,314,52
-0.265223,S1971,T211,5.53598,-0.265111,5.53009,657,113
-0.265223,S1973,T211,5.53316,-0.265333,5.53009,343,61
-0.264573,S1979,S1877,5.54131,-0.264805,5.54375,1242,128
-0.264732,S1979,S1949,5.54131,-0.264805,5.53792,591,64
-0.265181,S1987,S1883,5.55444,-0.264496,5.55951,586,103
-0.260292,S1987,S1923,5.55444,-0.264496,5.56074,1120,179
-0.252915,S1989,S1990,5.56406,-0.260078,5.57412,1402,249
-0.251554,S1990,S117,5.57412,-0.252915,5.58597,4287,677
-0.258491,S1992,S1993,5.5935,-0.252231,5.60262,2074,432
-0.258063,S1992,S4747,5.5935,-0.252231,5.60379,8504,1005
-0.271734,S1993,S3819,5.60262,-0.258491,5.58743,9859,859
-0.257096,S1998,S2000,5.58374,-0.251636,5.56776,4823,892
-0.29073,S2,S3,5.58903,-0.282288,5.59908,2804,626
-0.290092,S2,T3757,5.58903,-0.282288,5.59688,1453,175
-0.212026,S200,S5527,5.58503,-0.208133,5.57767,948,311
-0.20903,S200,T201,5.58503,-0.208133,5.58153,406,173
-0.258441,S2000,S2002,5.56776,-0.257096,5.56667,195,28
-0.260089,S2002,S2003,5.56667,-0.258441,5.56442,307,48
-0.260385,S2003,S2004,5.56442,-0.260089,5.56038,463,90
-0.264858,S2004,S1811,5.56038,-0.260385,5.55743,818,139
-0.173674,S2015,S2016,5.59282,-0.180497,5.62848,4250,458
-0.172707,S2016,S2018,5.62848,-0.173674,5.63292,506,67
-0.176514,S2018,S1570,5.63292,-0.172707,5.6282,3407,429
-0.171629,S2018,S2019,5.63292,-0.172707,5.63681,449,67
-0.169426,S2019,S2020,5.63681,-0.171629,5.64004,473,70
-0.172707,S2020,S2018,5.64004,-0.169426,5.63292,922,139
-0.167132,S2020,T2021,5.64004,-0.169426,5.64181,470,102
-0.183011,S2026,S1589,5.59186,-0.180872,5.58766,529,100
-0.196047,S2026,S3490,5.59186,-0.180872,5.56144,3788,411
-0.200617,S2028,S3657,5.57347,-0.201041,5.57781,1733,344
-0.215881,S2028,T1043,5.57347,-0.201041,5.56932,2966,816
-0.267245,S2037,S2038,5.57372,-0.265736,5.57844,551,92
-0.263734,S2038,T1099,5.57844,-0.267245,5.58102,1539,299
-0.213889,S204,S205,5.57151,-0.213266,5.56302,1213,253
-0.212383,S205,S1032,5.56302,-0.213889,5.55764,621,122
-0.210928,S205,S206,5.56302,-0.213889,5.55201,1269,259
-0.212108,S205,S222,5.56302,-0.213889,5.55675,725,145
-0.21306,S205,T113,5.56302,-0.213889,5.55108,1804,406
-0.225837,S205,T251,5.56302,-0.213889,5.62079,8119,1156
-0.264614,S2052,S1880,5.55706,-0.264801,5.55035,749,77
-0.265181,S2052,S1883,5.55706,-0.264801,5.55951,965,185
-0.27327,S2057,S2059,5.57006,-0.271068,5.57356,486,94
-0.27929,S2059,S1754,5.57356,-0.27327,5.57362,2036,347
-0.209683,S206,S207,5.55201,-0.210928,5.55006,333,106
-0.210545,S206,S2173,5.55201,-0.210928,5.5489,348,88
-0.210837,S206,S5468,5.55201,-0.210928,5.55065,151,34
-0.21306,S206,T113,5.55201,-0.210928,5.55108,535,146
-0.208613,S206,T225,5.55201,-0.210928,5.55071,450,135
-0.282208,S2065,S2067,5.58458,-0.275038,5.57487,1878,281
-0.268245,S2067,S1808,5.57487,-0.282208,5.56483,14834,1313
-0.264858,S2070,S1811,5.56301,-0.265974,5.55743,669,152
-0.208362,S2082,S2083,5.53313,-0.237482,5.53865,4161,511
-0.231822,S2082,T2643,5.53313,-0.237482,5.52924,1217,193
-0.204498,S2083,S1166,5.53865,-0.208362,5.54397,728,90
-0.246242,S2093,S2094,5.5348,-0.244422,5.53287,294,62
-0.254053,S2094,S2096,5.53287,-0.246242,5.53194,910,145
-0.250969,S2094,S214,5.53287,-0.246242,5.53241,553,88
-0.255166,S2094,S2308,5.53287,-0.246242,5.53183,1044,166
-0.248303,S2094,S4329,5.53287,-0.246242,5.53216,257,44
-0.257532,S2096,S2097,5.53194,-0.254053,5.53143,389,59
-0.254102,S2096,S4333,5.53194,-0.254053,5.53193,6,1
-0.264124,S2097,S2311,5.53143,-0.257532,5.52922,801,189
-0.261413,S2097,S4278,5.53143,-0.257532,5.53102,440,102
-0.265223,S2097,T211,5.53143,-0.257532,5.53009,1137,249
-0.261184,S210,S2291,5.53142,-0.257723,5.53112,392,89
-0.253713,S210,S2294,5.53142,-0.257723,5.53194,448,79
-0.265223,S210,T211,5.53142,-0.257723,5.53009,1116,240
-0.265231,S2108,S2109,5.55549,-0.264325,5.55962,531,139
-0.26796,S2109,S1792,5.55962,-0.265231,5.56466,698,142
-0.272453,S2111,S1887,5.56794,-0.270377,5.5717,509,87
-0.264624,S2125,S1813,5.55196,-0.264609,5.54975,246,28
-0.265223,S2129,T211,5.54071,-0.264721,5.53009,1194,175
-0.230473,S2133,S2134,5.56271,-0.22843,5.55951,445,64
-0.222912,S2133,S4296,5.56271,-0.22843,5.56751,1305,156
-0.226142,S2134,S2136,5.55951,-0.230473,5.5554,1592,278
-0.222917,S2136,S4701,5.5554,-0.226142,5.55251,481,104
-0.219885,S2136,T54,5.5554,-0.226142,5.5516,915,215
-0.254053,S214,S2096,5.53241,-0.250969,5.53194,357,57
-0.257532,S214,S2097,5.53241,-0.250969,5.53143,747,116
-0.209994,S214,T208,5.53241,-0.250969,5.54487,5602,1074
-0.244617,S2140,S2141,5.57832,-0.238769,5.58202,838,161
-0.251499,S2141,S2142,5.58202,-0.244617,5.58224,824,171
-0.251574,S2142,S2143,5.58224,-0.251499,5.58253,32,6
-0.251448,S2143,T118,5.58253,-0.251574,5.58776,673,132
-0.222042,S2147,S2148,5.55854,-0.222645,5.55687,234,104
-0.219349,S2148,S2149,5.55687,-0.222042,5.5555,337,36
-0.21306,S2149,T113,5.5555,-0.219349,5.55108,1082,219
-0.239333,S2154,S2155,5.5781,-0.234328,5.58642,1429,350
-0.251435,S2155,S121,5.58642,-0.239333,5.5863,1437,248
-0.216404,S216,S217,5.58411,-0.2172,5.57282,1263,143
-0.216401,S216,S254,5.58411,-0.2172,5.57268,1279,146
-0.215881,S216,T1043,5.58411,-0.2172,5.56932,2828,726
-0.215844,S216,T1325,5.58411,-0.2172,5.5728,2237,341
-0.248698,S2163,S2164,5.57236,-0.247289,5.57309,175,20
-0.250366,S2164,S2165,5.57309,-0.248698,5.57417,220,26
-0.251511,S2165,S2184,5.57417,-0.250366,5.57488,149,22
-0.263734,S2165,T1099,5.57417,-0.250366,5.58102,1722,245
-0.254656,S2165,T2166,5.57417,-0.250366,5.57733,653,112
-0.213889,S217,S205,5.57282,-0.216404,5.56302,1144,216
-0.21499,S217,S219,5.57282,-0.216404,5.56758,622,116
-0.222724,S2170,S2171,5.56534,-0.225603,5.55805,1623,232
-0.210928,S2171,S206,5.55805,-0.222724,5.55201,1747,283
-0.209251,S2173,T1146,5.5489,-0.210545,5.54146,887,283
-0.231442,S2177,S2178,5.54029,-0.217059,5.55393,3375,343
-0.232653,S2178,S2179,5.55393,-0.231442,5.56337,2397,528
-0.223369,S2178,S2803,5.55393,-0.231442,5.53688,2371,216
-0.230805,S2178,T2497,5.55393,-0.231442,5.53665,2756,364
-0.234364,S2179,S1102,5.56337,-0.232653,5.56432,2255,384
-0.250366,S2181,S2165,5.56705,-0.238623,5.57417,1523,222
-0.254583,S2184,S2185,5.57488,-0.251511,5.57734,510,92
-0.251448,S2185,T118,5.57734,-0.254583,5.58776,1372,298
-0.199535,S2189,S2190,5.61158,-0.198684,5.61165,147,33
